Top pages,Clicks,Impressions,CTR,Position
https://barmagazine.com/bars/kingfisher,0,3,0%,8.67
https://barmagazine.com/bars/opium/,0,3,0%,8.67
https://barmagazine.com/bars/sago-house,0,3,0%,8.67
https://barmagazine.com/bars/salmon-guru-milan,0,3,0%,8.67
https://barmagazine.com/bars/balmori-roofbar,0,3,0%,9
https://barmagazine.com/bars/bar-leone,0,3,0%,9
https://barmagazine.com/bars/lonely-avenue-premium-spirits-cocktail-bar-in-rome,0,3,0%,9
https://barmagazine.com/bars/tess-bar-kitchen-singapore,0,3,0%,9
https://barmagazine.com/bars/uptown,0,3,0%,9
https://barmagazine.com/bars/canon-seattle,0,3,0%,9.33
https://barmagazine.com/benjamin-padron-novoa,0,3,0%,9.33
https://barmagazine.com/best-bars/pune/cocktail-bars,0,3,0%,9.33
https://barmagazine.com/bars/bkk-social-club,0,3,0%,9.67
https://barmagazine.com/bars/saeseoul,0,3,0%,9.67
https://barmagazine.com/bars/symbiose,0,3,0%,9.67
https://barmagazine.com/bars/the-mountaineering-club,0,3,0%,9.67
https://barmagazine.com/bars/ulysses,0,3,0%,9.67
https://barmagazine.com/bars/between-the-sips,0,3,0%,10
https://barmagazine.com/bars/carico,0,3,0%,10
https://barmagazine.com/bars/meteor,0,3,0%,10
https://barmagazine.com/bars/modernhaus,0,3,0%,10
https://barmagazine.com/bars/paradiso-dubai,0,3,0%,10
https://barmagazine.com/bars/retrograde-denver,0,3,0%,10
https://barmagazine.com/bars/sparrow,0,3,0%,10
https://barmagazine.com/bars/fino-denver,0,3,0%,10.33
https://barmagazine.com/bars/friday-saturday-sunday-philadelphia,0,3,0%,10.33
https://barmagazine.com/bars/city/hangzhou,0,3,0%,10.67
https://barmagazine.com/bars/death-and-co-dc,0,3,0%,10.67
https://barmagazine.com/bars/l-antiquario,0,3,0%,10.67
https://barmagazine.com/bars/opium,0,3,0%,11
https://barmagazine.com/bars/upupa-epops,0,3,0%,11
https://barmagazine.com/superbueno,0,3,0%,11
https://barmagazine.com/bars/loop-1-cocktail-kitchen,0,3,0%,11.33
https://barmagazine.com/bars/no-sleep-club,0,3,0%,11.33
https://barmagazine.com/bars/raines-law-room-william,0,3,0%,11.67
https://barmagazine.com/bars/punch-room-at-edition-rome,0,3,0%,12
https://barmagazine.com/the-gin-dictionary,0,3,0%,12
https://barmagazine.com/bars/bar-spirit-forward,0,3,0%,12.33
https://barmagazine.com/bars/nomad-bar-las-vegas,0,3,0%,12.67
https://barmagazine.com/bars/a-bar-called-gemma,0,3,0%,13
https://barmagazine.com/bars/franks-bar-kuala-lumpur,0,3,0%,13.33
https://barmagazine.com/bars/lord-of-the-drinks-worli,0,3,0%,13.67
https://barmagazine.com/bars/oriental-elixir,0,3,0%,15.33
https://barmagazine.com/athens-bar-show-2023,0,3,0%,15.67
https://barmagazine.com/bars/viridian,0,3,0%,15.67
https://barmagazine.com/bars/one-ninety,0,3,0%,16.67
https://barmagazine.com/bars/bar-basso,0,3,0%,17
https://barmagazine.com/bars/city/long-beach,0,3,0%,17.67
https://barmagazine.com/?p=5571,0,3,0%,18.67
https://barmagazine.com/bars/inside-passage,0,3,0%,18.67
https://barmagazine.com/bars/gimlet,0,3,0%,19.67
https://barmagazine.com/bars/frequence,0,3,0%,20.33
https://barmagazine.com/bars/sager-wilde,0,3,0%,20.33
https://barmagazine.com/bars/cry-baby-gallery,0,3,0%,21.33
https://barmagazine.com/bars/sir-henrys,0,3,0%,22
https://barmagazine.com/the-worlds-50-best-bars-2024,0,3,0%,23.67
https://barmagazine.com/bars/bastion,0,3,0%,24
https://barmagazine.com/bars/gibson,0,3,0%,26
https://barmagazine.com/bars/la-commune,0,3,0%,27.67
https://barmagazine.com/bars/hey-palu,0,3,0%,29.33
https://barmagazine.com/artful-bar-design,0,3,0%,31.67
https://barmagazine.com/bars/the-baxter-inn,0,3,0%,33
https://barmagazine.com/top-10-craft-cocktail-trends-for-2024,0,3,0%,34.33
https://barmagazine.com/montana-bar-to-open-in-hong-kong-in-summer-2025,0,3,0%,34.67
https://barmagazine.com/bars/city/athens,0,3,0%,47
https://barmagazine.com/bars/city/birmingham-al,0,3,0%,52.67
https://barmagazine.com/craft-the-perfect-cocktail-using-ai,0,3,0%,76.33
https://barmagazine.com/awards,0,2,0%,1.5
https://barmagazine.com/the-chinese-zodiac-of-bartenders,0,2,0%,1.5
https://barmagazine.com/bars/somma,0,2,0%,2
https://barmagazine.com/bars/cichaus,0,2,0%,3
https://barmagazine.com/bars/jigger-pony,0,2,0%,3
https://barmagazine.com/how-to-price-a-cocktail,0,2,0%,3
https://barmagazine.com/bars/peek-a-boo,0,2,0%,3.5
https://barmagazine.com/bars/form-matter,0,2,0%,4
https://barmagazine.com/bars/the-boxcar-cocktail-bar,0,2,0%,4
https://barmagazine.com/bars/the-normandie-club,0,2,0%,4
https://barmagazine.com/tequila-overtakes-vodka-in-u-s-bars-and-restaurants,0,2,0%,4
https://barmagazine.com/bars/giacosa,0,2,0%,4.5
https://barmagazine.com/bars/wave-cocktail-bar,0,2,0%,4.5
https://barmagazine.com/best-bars/country/china/cocktail-bars,0,2,0%,4.5
https://barmagazine.com/hong-kong-soho-bars-may-2026-events,0,2,0%,4.5
https://barmagazine.com/bars-without-bartenders,0,2,0%,5
https://barmagazine.com/bars/100-gramm-bar,0,2,0%,5
https://barmagazine.com/bars/ayahuasca-cantina,0,2,0%,5
https://barmagazine.com/bars/messengerservice,0,2,0%,5
https://barmagazine.com/bars/closet,0,2,0%,5.5
https://barmagazine.com/bars/junebug,0,2,0%,5.5
https://barmagazine.com/bars/nik-s-co,0,2,0%,5.5
https://barmagazine.com/bars/bar-suzume,0,2,0%,6
https://barmagazine.com/bars/beyond-the-bar,0,2,0%,6
https://barmagazine.com/bars/gaze-cocktail-bar,0,2,0%,6
https://barmagazine.com/bars/good-spirits-bar,0,2,0%,6
https://barmagazine.com/bars/reserve-101,0,2,0%,6
https://barmagazine.com/bartenders-choice-awards-2025,0,2,0%,6
https://barmagazine.com/rhum-fest-paris-2025,0,2,0%,6
https://barmagazine.com/aulis-london-redefines-non-alcoholic-pairings,0,2,0%,6.5
https://barmagazine.com/bars/apothecary,0,2,0%,6.5
https://barmagazine.com/bars/art-katowice,0,2,0%,6.5
https://barmagazine.com/bars/bar-liberty,0,2,0%,6.5
https://barmagazine.com/bars/city/kumamoto,0,2,0%,6.5
https://barmagazine.com/bars/equal-parts,0,2,0%,6.5
https://barmagazine.com/bars/satans-whiskers,0,2,0%,6.5
https://barmagazine.com/rose-renaissance,0,2,0%,6.5
https://barmagazine.com/top-10-nominees-for-the-2024-spirited-awards,0,2,0%,6.5
https://barmagazine.com/bars/artesian,0,2,0%,7
https://barmagazine.com/bars/bogies-place-boston,0,2,0%,7
https://barmagazine.com/bars/cat-bite-club,0,2,0%,7
https://barmagazine.com/bars/country/south-africa,0,2,0%,7
https://barmagazine.com/bars/drinc-cocktail-conversation,0,2,0%,7
https://barmagazine.com/bars/front-back,0,2,0%,7
https://barmagazine.com/bars/lucia,0,2,0%,7
https://barmagazine.com/bars/the-blue-pub,0,2,0%,7
https://barmagazine.com/bars/virtu,0,2,0%,7
https://barmagazine.com/solara-bar-sao-paulo-bumble-safe-space,0,2,0%,7
https://barmagazine.com/2025-james-beard-awards-semifinalists-announced,0,2,0%,7.5
https://barmagazine.com/alexis-ortega-wins-2026-us-bartender-of-the-year-world-class,0,2,0%,7.5
https://barmagazine.com/bars/offsuit-boston,0,2,0%,7.5
https://barmagazine.com/bars/pink-pony-club,0,2,0%,7.5
https://barmagazine.com/bars/the-drawing-room,0,2,0%,7.5
https://barmagazine.com/bars/tigra-disco-pantera,0,2,0%,7.5
https://barmagazine.com/dangerous-water-palma-sa-gerreria-salvatore-camagna,0,2,0%,7.5
https://barmagazine.com/amsterdam-cocktail-week-2026-when-a-city-becomes-a-living-bar-scene,0,2,0%,8
https://barmagazine.com/bars/barmunster,0,2,0%,8
https://barmagazine.com/bars/candelaria,0,2,0%,8
https://barmagazine.com/bars/dead-poets,0,2,0%,8
https://barmagazine.com/bars/dear-irving,0,2,0%,8
https://barmagazine.com/bars/guarita-bar,0,2,0%,8
https://barmagazine.com/bars/hey-baby-cocktail-bar,0,2,0%,8
https://barmagazine.com/bars/jack-rose-dc,0,2,0%,8
https://barmagazine.com/bars/kru,0,2,0%,8
https://barmagazine.com/bars/mother,0,2,0%,8
https://barmagazine.com/bars/muzsa,0,2,0%,8
https://barmagazine.com/bars/nauticus-bar,0,2,0%,8
https://barmagazine.com/bars/nightjar,0,2,0%,8
https://barmagazine.com/bars/the-wig-shop-boston,0,2,0%,8
https://barmagazine.com/bars/vintage-culture-saigon,0,2,0%,8
https://barmagazine.com/18th-annual-spirited-awards-winners,0,2,0%,8.5
https://barmagazine.com/bar-convent-london-debuts-at-tobacco-dock-in-2025,0,2,0%,8.5
https://barmagazine.com/bars/botanero,0,2,0%,8.5
https://barmagazine.com/bars/bramble,0,2,0%,8.5
https://barmagazine.com/bars/cantina-ok,0,2,0%,8.5
https://barmagazine.com/bars/coley,0,2,0%,8.5
https://barmagazine.com/bars/proof,0,2,0%,8.5
https://barmagazine.com/bars/seed-library,0,2,0%,8.5
https://barmagazine.com/bars/the-bamboo-room,0,2,0%,8.5
https://barmagazine.com/bars/the-clumsies,0,2,0%,8.5
https://barmagazine.com/barstars-world-tour-2024-brings-asias-top-bartenders-to-europe,0,2,0%,8.5
https://barmagazine.com/tanqueray-no-ten-and-alessi-launch-exclusive-cocktail-gift-set,0,2,0%,8.5
https://barmagazine.com/yael-stormborn-vengroff,0,2,0%,8.5
https://barmagazine.com/bars/city/lima,0,2,0%,9
https://barmagazine.com/bars/here-nor-there,0,2,0%,9
https://barmagazine.com/bars/ladina-bar,0,2,0%,9
https://barmagazine.com/bars/linfme-tittle-tattle-cocktail-bar,0,2,0%,9
https://barmagazine.com/bars/punch-room-at-edition,0,2,0%,9
https://barmagazine.com/bars/sentaku-izakaya,0,2,0%,9
https://barmagazine.com/bars/verne-club,0,2,0%,9
https://barmagazine.com/india-bar-show-2025-returns-to-gurugram-with-global-talent,0,2,0%,9
https://barmagazine.com/the-dead-rabbit,0,2,0%,9
https://barmagazine.com/wing-lei-bar-friends-vol-2-lands-in-macao,0,2,0%,9
https://barmagazine.com/bars/bar-rocking-chair,0,2,0%,9.5
https://barmagazine.com/bars/danico,0,2,0%,9.5
https://barmagazine.com/bars/ps40,0,2,0%,9.5
https://barmagazine.com/bars/kleinod-bar,0,2,0%,10
https://barmagazine.com/bars/nouvelle-vague,0,2,0%,10
https://barmagazine.com/bars/riddle-bar,0,2,0%,10
https://barmagazine.com/bars/rita-s-tiki-room,0,2,0%,10
https://barmagazine.com/bars/rooftop-the-social-hub-florence-lavagnini,0,2,0%,10
https://barmagazine.com/bars/smoke-bitters,0,2,0%,10
https://barmagazine.com/bars/tei-by-obond,0,2,0%,10
https://barmagazine.com/bars/the-race-club,0,2,0%,10
https://barmagazine.com/mexican-bar-tour,0,2,0%,10
https://barmagazine.com/bars/capri-club,0,2,0%,10.5
https://barmagazine.com/bars/city/kyoto,0,2,0%,10.5
https://barmagazine.com/bars/la-santora-cocktail-bar,0,2,0%,10.5
https://barmagazine.com/bars/merai-brookline-boston,0,2,0%,10.5
https://barmagazine.com/bars/milky-way-cocktail-bar,0,2,0%,10.5
https://barmagazine.com/bars/semiprecious-denver,0,2,0%,10.5
https://barmagazine.com/bars/878-bar,0,2,0%,11
https://barmagazine.com/bars/bisou,0,2,0%,11
https://barmagazine.com/bars/john-browns-underground,0,2,0%,11
https://barmagazine.com/bars/king-cole-bar,0,2,0%,11
https://barmagazine.com/bars/las-ramblas,0,2,0%,11
